study,split,model,n,pre_mean,pre_median,pre_std,pre_min,pre_max,rec_mean,rec_median,rec_std,rec_min,rec_max
1,test_a03,yolov8m,256,0.8736499999999999,0.8749,0.02090790583286118,0.8373,0.9095,0.8223800000000001,0.8201499999999999,0.01912957478824212,0.7805,0.8655
1,test_a03,yolov8m,512,0.88469,0.8818999999999999,0.01967980263058924,0.8484,0.9172,0.8305,0.83005,0.015362873908772506,0.8099,0.856
1,test_a03,yolov8m,1024,0.8904350000000001,0.891,0.01530356941507783,0.8592,0.9145,0.8497,0.85295,0.016860105512562396,0.8216,0.8759
1,test_a03,yolov8n,64,0.767595,0.77055,0.03940413383336699,0.6647,0.8227,0.70232,0.7164,0.05983566618137064,0.5334,0.8012
1,test_a03,yolov8n,128,0.83517,0.8330500000000001,0.028012668186864445,0.76,0.8768,0.7633,0.7672,0.030917751671508252,0.6784,0.81
1,test_a03,yolov8n,256,0.8373649999999999,0.8303499999999999,0.026320359839965432,0.7871,0.8949,0.767385,0.7778,0.035271298530107985,0.6842,0.8129
1,test_a03,yolov8n,512,0.86775,0.8669,0.01836600119786555,0.8308,0.8953,0.804015,0.807,0.02397020683660184,0.7661,0.8509
1,test_a03,yolov8n,1024,0.8778650000000001,0.8805000000000001,0.023330717835867012,0.8226,0.9134,0.8187300000000001,0.8192999999999999,0.019604379210026696,0.7865,0.8626
1,test_b01,yolov8m,64,0.7630049999999999,0.77845,0.0515066114815932,0.6498,0.8398,0.72732,0.7275499999999999,0.022436990134948778,0.6837,0.7622
1,test_b01,yolov8m,128,0.7844450000000001,0.8010999999999999,0.04523687916779962,0.6831,0.8296,0.72634,0.73395,0.034715814688318705,0.6066,0.7709
1,test_b01,yolov8m,256,0.782845,0.77545,0.037484642118297495,0.7216,0.87,0.76335,0.7624,0.015423614840135307,0.7351,0.7933
1,test_b01,yolov8m,512,0.801785,0.81935,0.04520016622000176,0.6881,0.8616,0.7804599999999999,0.78,0.02053242365266778,0.7415,0.8103
1,test_b01,yolov8m,1024,0.807895,0.8102,0.042419750551389454,0.7439,0.8663,0.79146,0.7898499999999999,0.019235668622858453,0.7415,0.831
1,test_b01,yolov8n,64,0.689605,0.69495,0.03805095579406781,0.6067,0.7482,0.657915,0.66855,0.03888094209114202,0.571,0.7085
1,test_b01,yolov8n,128,0.7547699999999999,0.7605500000000001,0.03989357025096176,0.6476,0.818,0.702625,0.7032499999999999,0.029164756579059408,0.6283,0.7458
1,test_b01,yolov8n,256,0.77914,0.7804500000000001,0.03040255183195545,0.7322,0.8284,0.736805,0.7362,0.017524493385574737,0.7043,0.7727
1,test_b01,yolov8n,512,0.8074899999999999,0.81245,0.03190536829932842,0.72,0.8688,0.764615,0.76535,0.021042195077610376,0.7045,0.8013
1,test_b01,yolov8n,1024,0.83599,0.835,0.012731266939890016,0.8143,0.8646,0.788795,0.7879,0.015306499307569688,0.7619,0.8184
1,test_b02,yolov8m,64,0.70721,0.7303,0.0737041518504894,0.5593,0.835,0.603895,0.5979000000000001,0.05624145759696829,0.5081,0.6978
1,test_b02,yolov8m,128,0.724675,0.7476499999999999,0.12635686253831374,0.3932,0.8824,0.596545,0.6004,0.06554399466649943,0.4406,0.7203
1,test_b02,yolov8m,256,0.6911349999999999,0.7132499999999999,0.14016772762808508,0.3496,0.9026,0.607555,0.6119,0.06275222348755129,0.5105,0.7395
1,test_b02,yolov8m,512,0.6680550000000001,0.69165,0.14201643149927926,0.3759,0.8705,0.62805,0.6294,0.047845865465108495,0.5315,0.7049
1,test_b02,yolov8m,1024,0.656865,0.7229,0.15444667373017715,0.3196,0.8351,0.65468,0.6608,0.048879073124126274,0.5035,0.716
1,test_b02,yolov8n,64,0.750425,0.78205,0.15795462331415244,0.3292,0.9102,0.52752,0.54365,0.07818700659316738,0.3986,0.6574
1,test_b02,yolov8n,128,0.7688550000000001,0.8097000000000001,0.12694718120458393,0.3845,0.8988,0.572155,0.5734,0.06186096869083462,0.3686,0.6666
1,test_b02,yolov8n,256,0.7853749999999999,0.78225,0.06866669210951663,0.6047,0.8839,0.590205,0.5944,0.05538989528785917,0.4895,0.6853
1,test_b02,yolov8n,512,0.7630049999999999,0.7867,0.09594466319049144,0.57,0.8872,0.59345,0.5787,0.04116130656204604,0.5245,0.6713
1,test_b02,yolov8n,1024,0.75164,0.79695,0.11856342917123351,0.4428,0.8565,0.6058049999999999,0.6154,0.05657515239414785,0.5035,0.7133
1,test_b03,yolov8m,64,0.101935,0.09154999999999999,0.0459313477978419,0.0502,0.2486,0.01935,0.016550000000000002,0.010373219568221157,0.0036,0.0469
1,test_b03,yolov8m,128,0.091555,0.08574999999999999,0.037726682934803024,0.0426,0.1583,0.01592,0.01415,0.00833537799477561,0.0022,0.0336
1,test_b03,yolov8m,256,0.10505,0.1154,0.04988813275192493,0.0357,0.1901,0.022875,0.02315,0.01035144917390797,0.0056,0.0425
1,test_b03,yolov8m,512,0.13628,0.14150000000000001,0.033028290903405824,0.0797,0.1915,0.029425,0.028749999999999998,0.010068077483339426,0.0102,0.05
1,test_b03,yolov8m,1024,0.12178,0.12215000000000001,0.03765859935344327,0.0625,0.2233,0.027434999999999998,0.02655,0.010783138640830343,0.0119,0.0594
1,test_b03,yolov8n,64,0.029259999999999998,0.023649999999999997,0.014761700087513095,0.0034,0.0644,0.002325,0.0018,0.0022881560031468226,0.0001,0.0084
1,test_b03,yolov8n,128,0.024050000000000002,0.0204,0.016864053954772373,0.0077,0.0767,0.002405,0.0014,0.002575895347661714,0.0003,0.0091
1,test_b03,yolov8n,256,0.028245,0.0215,0.01840224457133308,0.0057,0.0767,0.0049050000000000005,0.004,0.0034850772097465414,0.0013,0.0129
1,test_b03,yolov8n,512,0.027585,0.025099999999999997,0.017234490357847455,0.0051,0.0735,0.00634,0.0055,0.003963305372247287,0.0014,0.0168
1,test_b03,yolov8n,1024,0.04111,0.0361,0.02069965420509546,0.0133,0.1118,0.01036,0.0098,0.00506145392051273,0.0027,0.0217
2,test,yolov8m,0,0.1451,0.1451,,0.1451,0.1451,0.025,0.025,,0.025,0.025
2,test,yolov8n,0,0.0992,0.0992,,0.0992,0.0992,0.016,0.016,,0.016,0.016
2,test_2x2,yolov8m,0,0.6594,0.6594,,0.6594,0.6594,0.5095,0.5095,,0.5095,0.5095
2,test_2x2,yolov8n,0,0.6215,0.6215,,0.6215,0.6215,0.4773,0.4773,,0.4773,0.4773
2,test_2x4,yolov8m,0,0.7436,0.7436,,0.7436,0.7436,0.6402,0.6402,,0.6402,0.6402
2,test_2x4,yolov8n,0,0.7233,0.7233,,0.7233,0.7233,0.6088,0.6088,,0.6088,0.6088
2,test_4x10,yolov8m,0,0.7825,0.7825,,0.7825,0.7825,0.7078,0.7078,,0.7078,0.7078
2,test_4x10,yolov8n,0,0.7797,0.7797,,0.7797,0.7797,0.7136,0.7136,,0.7136,0.7136
2,test_4x4,yolov8m,0,0.775,0.775,,0.775,0.775,0.6908,0.6908,,0.6908,0.6908
2,test_4x4,yolov8n,0,0.7526,0.7526,,0.7526,0.7526,0.6535,0.6535,,0.6535,0.6535
2,test_8x10,yolov8m,0,0.3866,0.3866,,0.3866,0.3866,0.3173,0.3173,,0.3173,0.3173
2,test_8x10,yolov8n,0,0.4175,0.4175,,0.4175,0.4175,0.3731,0.3731,,0.3731,0.3731
