model,cat,strategy,divider,overlap,met,score
yolo11m,C_finetuned_supervised,bo_exploitation,4.0,0.0,precision,0.8745
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8745
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0013
yolo11n,A_unfinetuned,bo_exploration,4.0,0.5,precision,0.8279
yolo11n,A_unfinetuned,bo_exploitation,4.0,0.46,precision,0.8256
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.8279
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0004
yolo11n,B_finetuned_unsupervised,bo_exploration,3.0,0.5,precision,0.7788
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.4,precision,0.7675
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7988
yolo11n,C_finetuned_supervised,bo_exploration,3.0,0.47,precision,0.7667
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,0.28,precision,0.7837
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8009
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0018
yolo11n,A_unfinetuned,bo_exploration,4.0,0.5,precision,0.8364
yolo11n,A_unfinetuned,bo_exploitation,2.0,0.36,precision,0.6896
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.8364
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0019
yolo11n,B_finetuned_unsupervised,bo_exploration,2.0,0.04,precision,0.6732
yolo11n,B_finetuned_unsupervised,bo_exploitation,2.0,0.25,precision,0.678
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8092
yolo11n,C_finetuned_supervised,bo_exploration,4.0,0.5,precision,0.8092
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,0.24,precision,0.7801
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8109
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.0058
rtdetr-l,A_unfinetuned,bo_exploration,3.0,0.5,precision,0.7698
rtdetr-l,A_unfinetuned,bo_exploitation,3.0,0.01,precision,0.7629
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.7965
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0017
rtdetr-l,B_finetuned_unsupervised,bo_exploration,2.0,0.48,precision,0.628
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,2.0,0.04,precision,0.688
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8369
rtdetr-l,C_finetuned_supervised,bo_exploration,3.0,0.0,precision,0.7736
rtdetr-l,C_finetuned_supervised,bo_exploitation,4.0,0.27,precision,0.8576
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8497
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.0039
rtdetr-l,A_unfinetuned,bo_exploration,3.0,0.42,precision,0.7393
rtdetr-l,A_unfinetuned,bo_exploitation,2.0,0.16,precision,0.6101
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.748
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0242
rtdetr-l,B_finetuned_unsupervised,bo_exploration,2.0,0.28,precision,0.6524
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.19,precision,0.789
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8207
rtdetr-l,C_finetuned_supervised,bo_exploration,4.0,0.0,precision,0.8305
rtdetr-l,C_finetuned_supervised,bo_exploitation,2.0,0.26,precision,0.6427
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8305
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.0
rtdetr-l,A_unfinetuned,bo_exploration,2.0,0.34,precision,0.6389
rtdetr-l,A_unfinetuned,bo_exploitation,3.0,0.5,precision,0.7791
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.8246
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0009
rtdetr-l,B_finetuned_unsupervised,bo_exploration,3.0,0.49,precision,0.7193
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.05,precision,0.679
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.747
rtdetr-l,C_finetuned_supervised,bo_exploration,3.0,0.04,precision,0.6974
rtdetr-l,C_finetuned_supervised,bo_exploitation,3.0,0.11,precision,0.7018
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.7271
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.0021
rtdetr-l,A_unfinetuned,bo_exploration,3.0,0.5,precision,0.6371
rtdetr-l,A_unfinetuned,bo_exploitation,3.0,0.18,precision,0.6555
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.6665
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0009
rtdetr-l,B_finetuned_unsupervised,bo_exploration,4.0,0.5,precision,0.7332
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.25,precision,0.7063
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7332
rtdetr-l,C_finetuned_supervised,bo_exploration,2.0,0.09,precision,0.6047
rtdetr-l,C_finetuned_supervised,bo_exploitation,3.0,0.09,precision,0.7218
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.7514
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.0003
rtdetr-l,A_unfinetuned,bo_exploration,3.0,0.05,precision,0.6797
rtdetr-l,A_unfinetuned,bo_exploitation,3.0,0.0,precision,0.6734
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.73
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0017
rtdetr-l,B_finetuned_unsupervised,bo_exploration,2.0,0.45,precision,0.5915
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.02,precision,0.7391
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7925
rtdetr-l,C_finetuned_supervised,bo_exploration,3.0,0.18,precision,0.7425
rtdetr-l,C_finetuned_supervised,bo_exploitation,4.0,0.0,precision,0.7844
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.7844
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.0025
rtdetr-l,A_unfinetuned,bo_exploration,2.0,0.3,precision,0.6369
rtdetr-l,A_unfinetuned,bo_exploitation,2.0,0.38,precision,0.6177
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.7581
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0
rtdetr-l,B_finetuned_unsupervised,bo_exploration,3.0,0.47,precision,0.7591
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.37,precision,0.7426
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7862
rtdetr-l,C_finetuned_supervised,bo_exploration,3.0,0.18,precision,0.7233
rtdetr-l,C_finetuned_supervised,bo_exploitation,3.0,0.23,precision,0.7195
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.772
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.0004
rtdetr-l,A_unfinetuned,bo_exploration,3.0,0.09,precision,0.734
rtdetr-l,A_unfinetuned,bo_exploitation,3.0,0.27,precision,0.7238
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.7623
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0136
rtdetr-l,B_finetuned_unsupervised,bo_exploration,3.0,0.16,precision,0.769
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.5,precision,0.7681
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7893
rtdetr-l,C_finetuned_supervised,bo_exploration,4.0,0.23,precision,0.788
rtdetr-l,C_finetuned_supervised,bo_exploitation,3.0,0.26,precision,0.7618
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.7735
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.0004
rtdetr-l,A_unfinetuned,bo_exploration,4.0,0.0,precision,0.7207
rtdetr-l,A_unfinetuned,bo_exploitation,4.0,0.32,precision,0.752
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.738
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0004
yolo11n,B_finetuned_unsupervised,bo_exploration,4.0,0.5,precision,0.8001
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.18,precision,0.7757
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8001
yolo11n,C_finetuned_supervised,bo_exploration,2.0,0.13,precision,0.6525
yolo11n,C_finetuned_supervised,bo_exploitation,2.0,0.5,precision,0.6567
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8019
yolo11m,A_unfinetuned,baseline,0.0,0.0,precision,0.0
yolo11m,A_unfinetuned,bo_exploration,4.0,0.11,precision,0.8337
yolo11m,A_unfinetuned,bo_exploitation,2.0,0.5,precision,0.7142
yolo11m,A_unfinetuned,grid_search,4.0,0.5,precision,0.8073
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.4,precision,0.866
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,0.45,precision,0.8563
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8688
yolo11m,C_finetuned_supervised,bo_exploration,4.0,0.31,precision,0.8794
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,0.36,precision,0.8672
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8739
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0
yolo11n,A_unfinetuned,bo_exploration,3.0,0.34,precision,0.7831
yolo11n,A_unfinetuned,bo_exploitation,2.0,0.27,precision,0.6761
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.8159
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0008
yolo11n,B_finetuned_unsupervised,bo_exploration,3.0,0.5,precision,0.7761
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.39,precision,0.7719
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.81
yolo11n,C_finetuned_supervised,bo_exploration,2.0,0.31,precision,0.6465
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,0.13,precision,0.7933
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8202
yolo11m,A_unfinetuned,baseline,0.0,0.0,precision,0.0009
yolo11m,A_unfinetuned,bo_exploration,3.0,0.33,precision,0.7308
yolo11m,A_unfinetuned,bo_exploitation,2.0,0.24,precision,0.6536
yolo11m,A_unfinetuned,grid_search,4.0,0.5,precision,0.7564
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0
yolo11m,B_finetuned_unsupervised,bo_exploration,2.0,0.18,precision,0.8518
yolo11m,B_finetuned_unsupervised,bo_exploitation,2.0,0.44,precision,0.8486
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8692
yolo11m,C_finetuned_supervised,bo_exploration,3.0,0.17,precision,0.8653
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,0.32,precision,0.8556
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8743
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0
yolo11n,A_unfinetuned,bo_exploration,3.0,0.05,precision,0.8153
yolo11n,A_unfinetuned,bo_exploitation,3.0,0.02,precision,0.8116
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.8484
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0014
yolo11n,B_finetuned_unsupervised,bo_exploration,4.0,0.08,precision,0.832
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.47,precision,0.8074
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.837
yolo11n,C_finetuned_supervised,bo_exploration,3.0,0.0,precision,0.7825
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,0.0,precision,0.7825
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8396
yolo11m,A_unfinetuned,baseline,0.0,0.0,precision,0.0004
yolo11m,A_unfinetuned,bo_exploration,3.0,0.5,precision,0.7418
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.39,precision,0.7482
yolo11m,A_unfinetuned,grid_search,4.0,0.5,precision,0.7265
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0012
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.44,precision,0.8155
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,0.4,precision,0.8093
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8179
yolo11m,C_finetuned_supervised,bo_exploration,4.0,0.5,precision,0.8179
yolo11m,C_finetuned_supervised,bo_exploitation,4.0,0.0,precision,0.818
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.818
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0012
yolo11n,A_unfinetuned,bo_exploration,3.0,0.36,precision,0.7635
yolo11n,A_unfinetuned,bo_exploitation,3.0,0.44,precision,0.7954
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.7799
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,2.0,0.46,precision,0.676
yolo11n,B_finetuned_unsupervised,bo_exploitation,4.0,0.49,precision,0.831
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8324
yolo11n,C_finetuned_supervised,bo_exploration,2.0,0.05,precision,0.7397
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,0.5,precision,0.8112
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8433
yolo11m,A_unfinetuned,baseline,0.0,0.0,precision,0.0005
yolo11m,A_unfinetuned,bo_exploration,3.0,0.44,precision,0.7439
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.5,precision,0.7116
yolo11m,A_unfinetuned,grid_search,4.0,0.5,precision,0.7313
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.5,precision,0.8703
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,0.21,precision,0.8633
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8693
yolo11m,C_finetuned_supervised,bo_exploration,3.0,0.44,precision,0.8663
yolo11m,C_finetuned_supervised,bo_exploitation,4.0,0.0,precision,0.8745
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8745
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0
yolo11n,A_unfinetuned,bo_exploration,2.0,0.18,precision,0.6543
yolo11n,A_unfinetuned,bo_exploitation,4.0,0.44,precision,0.8134
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.8378
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0
yolo11n,B_finetuned_unsupervised,bo_exploration,3.0,0.28,precision,0.8155
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.1,precision,0.8092
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8314
yolo11n,C_finetuned_supervised,bo_exploration,3.0,0.18,precision,0.8282
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,0.39,precision,0.8075
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8423
yolo11m,A_unfinetuned,baseline,0.0,0.0,precision,0.0015
yolo11m,A_unfinetuned,bo_exploration,3.0,0.08,precision,0.6544
yolo11m,A_unfinetuned,bo_exploitation,2.0,0.03,precision,0.5454
yolo11m,A_unfinetuned,grid_search,4.0,0.5,precision,0.7064
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.09,precision,0.8626
yolo11m,B_finetuned_unsupervised,bo_exploitation,2.0,0.1,precision,0.8727
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8689
yolo11m,C_finetuned_supervised,bo_exploration,2.0,0.03,precision,0.86
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,0.24,precision,0.8646
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.874
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0
yolo11n,A_unfinetuned,bo_exploration,3.0,0.39,precision,0.8086
yolo11n,A_unfinetuned,bo_exploitation,3.0,0.5,precision,0.8118
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.8317
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0008
yolo11n,B_finetuned_unsupervised,bo_exploration,3.0,0.33,precision,0.7842
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.03,precision,0.7965
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.81
yolo11n,C_finetuned_supervised,bo_exploration,3.0,0.46,precision,0.7799
yolo11n,C_finetuned_supervised,bo_exploitation,2.0,0.0,precision,0.7068
yolo11n,C_finetuned_supervised,grid_search,4.0,0.25,precision,0.8114
yolo11m,A_unfinetuned,baseline,0.0,0.0,precision,0.0017
yolo11m,A_unfinetuned,bo_exploration,3.0,0.46,precision,0.7302
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.44,precision,0.7502
yolo11m,A_unfinetuned,grid_search,4.0,0.5,precision,0.7643
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.49,precision,0.8637
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,0.01,precision,0.8542
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8693
yolo11m,C_finetuned_supervised,bo_exploration,2.0,0.05,precision,0.8723
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,0.16,precision,0.8641
yolo11m,C_finetuned_supervised,grid_search,4.0,0.25,precision,0.894
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0017
yolo11n,A_unfinetuned,bo_exploration,2.0,0.14,precision,0.7221
yolo11n,A_unfinetuned,bo_exploitation,3.0,0.35,precision,0.7923
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.8353
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0019
yolo11n,B_finetuned_unsupervised,bo_exploration,3.0,0.34,precision,0.7833
yolo11n,B_finetuned_unsupervised,bo_exploitation,2.0,0.29,precision,0.6562
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.809
yolo11n,C_finetuned_supervised,bo_exploration,3.0,0.24,precision,0.7797
yolo11n,C_finetuned_supervised,bo_exploitation,4.0,0.0,precision,0.811
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.811
yolo11m,A_unfinetuned,baseline,0.0,0.0,precision,0.001
yolo11m,A_unfinetuned,bo_exploration,4.0,0.5,precision,0.8107
yolo11m,A_unfinetuned,bo_exploitation,4.0,0.36,precision,0.8203
yolo11m,A_unfinetuned,grid_search,4.0,0.5,precision,0.8107
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0009
yolo11m,B_finetuned_unsupervised,bo_exploration,2.0,0.12,precision,0.7596
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,0.5,precision,0.8106
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8154
yolo11m,C_finetuned_supervised,bo_exploration,3.0,0.06,precision,0.8304
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,0.01,precision,0.8209
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8171
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0009
yolo11n,A_unfinetuned,bo_exploration,3.0,0.5,precision,0.8126
yolo11n,A_unfinetuned,bo_exploitation,3.0,0.34,precision,0.8062
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.8348
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0004
yolo11n,B_finetuned_unsupervised,bo_exploration,4.0,0.0,precision,0.8027
yolo11n,B_finetuned_unsupervised,bo_exploitation,2.0,0.43,precision,0.625
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8008
yolo11n,C_finetuned_supervised,bo_exploration,4.0,0.0,precision,0.8027
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,0.15,precision,0.799
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8027
yolo11m,A_unfinetuned,baseline,0.0,0.0,precision,0.0012
yolo11m,A_unfinetuned,bo_exploration,3.0,0.0,precision,0.6615
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.38,precision,0.6789
yolo11m,A_unfinetuned,grid_search,4.0,0.5,precision,0.693
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0012
yolo11m,B_finetuned_unsupervised,bo_exploration,2.0,0.21,precision,0.7583
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,0.44,precision,0.8157
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8183
yolo11m,C_finetuned_supervised,bo_exploration,4.0,0.0,precision,0.8187
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,0.19,precision,0.8053
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8187
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0004
yolo11n,A_unfinetuned,bo_exploration,3.0,0.42,precision,0.7868
yolo11n,A_unfinetuned,bo_exploitation,3.0,0.3,precision,0.799
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.8328
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0003
yolo11n,B_finetuned_unsupervised,bo_exploration,3.0,0.07,precision,0.7841
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.38,precision,0.788
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8225
yolo11n,C_finetuned_supervised,bo_exploration,3.0,0.18,precision,0.7903
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,0.17,precision,0.7885
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8247
yolo11m,A_unfinetuned,baseline,0.0,0.0,precision,0.0003
yolo11m,A_unfinetuned,bo_exploration,3.0,0.46,precision,0.8084
yolo11n,A_unfinetuned,baseline,0.0,0.0,precision,0.0
yolo11n,A_unfinetuned,bo_exploration,2.0,0.45,precision,0.6285
yolo11n,A_unfinetuned,bo_exploitation,4.0,0.44,precision,0.8234
yolo11n,A_unfinetuned,grid_search,4.0,0.5,precision,0.8106
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0004
yolo11n,B_finetuned_unsupervised,bo_exploration,3.0,0.25,precision,0.7782
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.39,precision,0.7765
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8001
yolo11n,C_finetuned_supervised,bo_exploration,3.0,0.13,precision,0.7951
yolo11n,C_finetuned_supervised,bo_exploitation,2.0,0.11,precision,0.6576
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8019
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.003
rtdetr-l,A_unfinetuned,bo_exploration,3.0,0.19,precision,0.7418
rtdetr-l,A_unfinetuned,bo_exploitation,3.0,0.49,precision,0.7551
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.7847
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0008
rtdetr-l,B_finetuned_unsupervised,bo_exploration,3.0,0.34,precision,0.7204
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.38,precision,0.718
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7575
rtdetr-l,C_finetuned_supervised,bo_exploration,2.0,0.34,precision,0.5421
rtdetr-l,C_finetuned_supervised,bo_exploitation,2.0,0.16,precision,0.5382
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.757
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.0015
rtdetr-l,A_unfinetuned,bo_exploration,2.0,0.16,precision,0.4283
rtdetr-l,A_unfinetuned,bo_exploitation,3.0,0.26,precision,0.6667
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.7011
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0008
rtdetr-l,B_finetuned_unsupervised,bo_exploration,3.0,0.43,precision,0.69
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.47,precision,0.691
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.7196
rtdetr-l,C_finetuned_supervised,bo_exploration,2.0,0.0,precision,0.5173
rtdetr-l,C_finetuned_supervised,bo_exploitation,3.0,0.08,precision,0.6915
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.7198
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.0001
rtdetr-l,A_unfinetuned,bo_exploration,4.0,0.3,precision,0.7626
rtdetr-l,A_unfinetuned,bo_exploitation,2.0,0.23,precision,0.5131
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.7542
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0
rtdetr-l,B_finetuned_unsupervised,bo_exploration,2.0,0.26,precision,0.7349
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.34,precision,0.8621
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8595
rtdetr-l,C_finetuned_supervised,bo_exploration,3.0,0.5,precision,0.8558
rtdetr-l,C_finetuned_supervised,bo_exploitation,3.0,0.28,precision,0.8559
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,precision,0.8588
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.0
rtdetr-l,A_unfinetuned,bo_exploration,3.0,0.2,precision,0.767
rtdetr-l,A_unfinetuned,bo_exploitation,2.0,0.23,precision,0.5856
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.8014
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0006
rtdetr-l,B_finetuned_unsupervised,bo_exploration,3.0,0.02,precision,0.8165
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.45,precision,0.8034
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,precision,0.8187
rtdetr-l,C_finetuned_supervised,bo_exploration,4.0,0.0,precision,0.8308
rtdetr-l,C_finetuned_supervised,bo_exploitation,4.0,0.04,precision,0.8342
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.5,precision,0.8187
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,precision,0.0021
rtdetr-l,A_unfinetuned,bo_exploration,3.0,0.26,precision,0.6868
rtdetr-l,A_unfinetuned,bo_exploitation,2.0,0.3,precision,0.577
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,precision,0.7278
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,precision,0.0
rtdetr-l,B_finetuned_unsupervised,bo_exploration,3.0,0.05,precision,0.7589
