model,n_params,is_finetune,thread,iters,time_per_epoch,max_mem,metric,strategy,time_hptuning,time_inference,divider,overlap,map5095,map50,precision,recall,f1,n_all,n_fn,n_fp,cat
yolo11n,2.6,1_NOFT,5,6,4.453,6838.192,baseline,baseline,0.0,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82860,82860,286,A_unfinetuned
yolo11n,2.6,1_NOFT,5,6,4.453,6838.192,count,bo_exploration,2.12,32.63,2.0,0.62,0.2219,0.5539,0.7233,0.4076,0.5214,82860,49084,12920,A_unfinetuned
yolo11n,2.6,1_NOFT,5,6,4.453,6838.192,count,bo_exploitation,1.95,39.05,4.0,0.3,0.4603,0.8099,0.8756,0.7222,0.7916,82860,23018,8499,A_unfinetuned
yolo11n,2.6,1_NOFT,5,6,4.453,6838.192,count,grid_search,2.92,71.74,4.0,0.5,0.4411,0.8022,0.8484,0.7342,0.7872,82860,22023,10870,A_unfinetuned
yolo11n,2.6,2_FT,5,6,3.154,5961.689,baseline,baseline,0.0,3.14,0.0,0.0,0.0,0.0004,0.0007,0.0,0.0,82860,82858,2833,B_finetuned_unsupervised
yolo11n,2.6,2_FT,5,6,3.154,5961.689,count,bo_exploration,3.26,73.83,4.0,0.62,0.3968,0.7319,0.8235,0.6809,0.7454,82860,26439,12094,B_finetuned_unsupervised
yolo11n,2.6,2_FT,5,6,3.154,5961.689,count,bo_exploitation,2.85,73.83,4.0,0.62,0.3968,0.7319,0.8235,0.6809,0.7454,82860,26439,12094,B_finetuned_unsupervised
yolo11n,2.6,2_FT,5,6,3.154,5961.689,count,grid_search,3.02,73.61,4.0,0.5,0.3968,0.7319,0.8235,0.6809,0.7454,82860,26439,12094,B_finetuned_unsupervised
yolo11n,2.6,2_FT,5,6,3.154,5961.689,map,bo_exploration,4.28,29.73,4.0,-0.12,0.4503,0.7696,0.8346,0.7112,0.768,82860,23926,11676,C_finetuned_supervised
yolo11n,2.6,2_FT,5,6,3.154,5961.689,map,bo_exploitation,2.5,29.72,4.0,-0.06,0.4503,0.7696,0.8346,0.7112,0.768,82860,23926,11676,C_finetuned_supervised
yolo11n,2.6,2_FT,5,6,3.154,5961.689,map,grid_search,4.79,29.77,4.0,0.0,0.4503,0.7696,0.8346,0.7112,0.768,82860,23926,11676,C_finetuned_supervised
yolo11m,20.1,1_NOFT,5,6,8.787,22667.373,baseline,baseline,0.0,3.5,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0,82860,82859,4596,A_unfinetuned
yolo11m,20.1,1_NOFT,5,6,8.787,22667.373,count,bo_exploration,2.91,53.46,3.0,0.38,0.3975,0.6933,0.7601,0.6686,0.7114,82860,27458,17483,A_unfinetuned
yolo11m,20.1,1_NOFT,5,6,8.787,22667.373,count,bo_exploitation,1.83,6.83,1.0,0.36,0.0035,0.0189,0.0376,0.0063,0.0108,82860,82336,13407,A_unfinetuned
yolo11m,20.1,1_NOFT,5,6,8.787,22667.373,count,grid_search,3.23,71.84,4.0,0.5,0.425,0.7131,0.7891,0.6827,0.732,82860,26293,15121,A_unfinetuned
yolo11m,20.1,2_FT,5,6,8.882,22016.646,baseline,baseline,0.0,3.43,0.0,0.0,0.0001,0.0005,0.001,0.0,0.0001,82860,82856,4072,B_finetuned_unsupervised
yolo11m,20.1,2_FT,5,6,8.882,22016.646,count,bo_exploration,2.73,69.78,4.0,0.59,0.408,0.7159,0.7974,0.6751,0.7312,82860,26921,14209,B_finetuned_unsupervised
yolo11m,20.1,2_FT,5,6,8.882,22016.646,count,bo_exploitation,2.1,32.32,3.0,0.18,0.4037,0.6951,0.7764,0.6589,0.7128,82860,28266,15725,B_finetuned_unsupervised
yolo11m,20.1,2_FT,5,6,8.882,22016.646,count,grid_search,3.17,69.62,4.0,0.5,0.408,0.7159,0.7974,0.6751,0.7312,82860,26921,14209,B_finetuned_unsupervised
yolo11m,20.1,2_FT,5,6,8.882,22016.646,map,bo_exploration,2.92,28.58,4.0,-0.12,0.4427,0.735,0.8025,0.6922,0.7433,82860,25503,14115,C_finetuned_supervised
yolo11m,20.1,2_FT,5,6,8.882,22016.646,map,bo_exploitation,3.61,28.57,4.0,-0.12,0.4427,0.735,0.8025,0.6922,0.7433,82860,25503,14115,C_finetuned_supervised
yolo11m,20.1,2_FT,5,6,8.882,22016.646,map,grid_search,4.84,28.45,4.0,0.0,0.4427,0.735,0.8025,0.6922,0.7433,82860,25503,14115,C_finetuned_supervised
rtdetr-l,45.0,1_NOFT,5,4,35.013,21037.913,baseline,baseline,0.0,4.11,0.0,0.0,0.0002,0.0012,0.0025,0.0002,0.0004,82860,82844,6401,A_unfinetuned
rtdetr-l,45.0,1_NOFT,5,4,35.013,21037.913,count,bo_exploration,4.81,110.55,4.0,0.62,0.3702,0.6846,0.7746,0.6712,0.7192,82860,27244,16188,A_unfinetuned
rtdetr-l,45.0,1_NOFT,5,4,35.013,21037.913,count,bo_exploitation,1.19,8.24,1.0,0.37,0.001,0.0067,0.0134,0.0022,0.0038,82860,82675,13671,A_unfinetuned
rtdetr-l,45.0,1_NOFT,5,4,35.013,21037.913,count,grid_search,4.89,111.18,4.0,0.5,0.3702,0.6846,0.7746,0.6712,0.7192,82860,27244,16188,A_unfinetuned
rtdetr-l,45.0,2_FT,5,4,23.966,21022.316,baseline,baseline,0.0,6.04,0.0,0.0,0.0,0.0002,0.0005,0.0,0.0001,82860,82856,8465,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,5,4,23.966,21022.316,count,bo_exploration,3.66,72.15,3.0,0.44,0.3137,0.6132,0.7336,0.6031,0.662,82860,32886,18143,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,5,4,23.966,21022.316,count,bo_exploitation,6.11,73.16,3.0,0.62,0.3137,0.6132,0.7336,0.6031,0.662,82860,32886,18143,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,5,4,23.966,21022.316,count,grid_search,5.62,112.8,4.0,0.5,0.3642,0.657,0.75,0.6651,0.705,82860,27751,18370,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,5,4,23.966,21022.316,map,bo_exploration,6.15,37.4,3.0,-0.12,0.3187,0.6005,0.7134,0.5844,0.6425,82860,34439,19457,C_finetuned_supervised
rtdetr-l,45.0,2_FT,5,4,23.966,21022.316,map,bo_exploitation,8.02,60.21,4.0,0.21,0.3609,0.6491,0.77,0.6276,0.6916,82860,30856,15532,C_finetuned_supervised
rtdetr-l,45.0,2_FT,5,4,23.966,21022.316,map,grid_search,7.02,43.99,4.0,0.0,0.364,0.656,0.7515,0.6476,0.6957,82860,29197,17746,C_finetuned_supervised
rtdetr-l,45.0,1_NOFT,5,5,36.996,20631.628,baseline,baseline,0.0,4.3,0.0,0.0,0.0001,0.0006,0.0013,0.0001,0.0002,82696,82688,6372,A_unfinetuned
rtdetr-l,45.0,1_NOFT,5,5,36.996,20631.628,count,bo_exploration,6.11,109.1,4.0,0.5,0.351,0.6768,0.7758,0.6673,0.7175,82696,27514,15943,A_unfinetuned
rtdetr-l,45.0,1_NOFT,5,5,36.996,20631.628,count,bo_exploitation,6.72,70.08,3.0,0.62,0.3222,0.6508,0.7663,0.6254,0.6887,82696,30982,15772,A_unfinetuned
rtdetr-l,45.0,1_NOFT,5,5,36.996,20631.628,count,grid_search,5.25,109.26,4.0,0.5,0.351,0.6768,0.7758,0.6673,0.7175,82696,27514,15943,A_unfinetuned
rtdetr-l,45.0,2_FT,5,5,20.24,21023.193,baseline,baseline,0.0,4.57,0.0,0.0,0.0003,0.002,0.0041,0.0004,0.0007,82696,82662,8271,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,5,5,20.24,21023.193,count,bo_exploration,3.75,44.89,2.0,0.53,0.2294,0.4976,0.6369,0.4528,0.5293,82696,45253,21343,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,5,5,20.24,21023.193,count,bo_exploitation,4.65,74.36,3.0,0.62,0.3481,0.6308,0.7387,0.6183,0.6732,82696,31564,18085,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,5,5,20.24,21023.193,count,grid_search,5.63,115.88,4.0,0.5,0.3702,0.6559,0.7589,0.655,0.7031,82696,28530,17213,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,5,5,20.24,21023.193,map,bo_exploration,6.25,45.04,4.0,-0.12,0.3623,0.6521,0.7386,0.6416,0.6867,82696,29640,18775,C_finetuned_supervised
rtdetr-l,45.0,2_FT,5,5,20.24,21023.193,map,bo_exploitation,11.9,74.71,3.0,0.62,0.3481,0.6308,0.7387,0.6183,0.6732,82696,31564,18085,C_finetuned_supervised
rtdetr-l,45.0,2_FT,5,5,20.24,21023.193,map,grid_search,9.09,116.22,4.0,0.5,0.3702,0.6559,0.7589,0.655,0.7031,82696,28530,17213,C_finetuned_supervised
rtdetr-l,45.0,1_NOFT,5,6,36.385,20636.481,baseline,baseline,0.0,4.62,0.0,0.0,0.0001,0.0007,0.0014,0.0002,0.0003,82784,82770,9689,A_unfinetuned
rtdetr-l,45.0,2_FT,5,6,29.359,21023.703,baseline,baseline,0.0,4.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82784,82784,6660,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,5,6,29.359,21023.703,count,bo_exploration,6.14,112.34,4.0,0.62,0.3766,0.6827,0.7819,0.6729,0.7233,82784,27079,15542,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,5,6,29.359,21023.703,count,bo_exploitation,5.96,110.56,4.0,0.51,0.3766,0.6827,0.7819,0.6729,0.7233,82784,27079,15542,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,5,6,29.359,21023.703,count,grid_search,5.11,112.86,4.0,0.5,0.3766,0.6827,0.7819,0.6729,0.7233,82784,27079,15542,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,5,6,29.359,21023.703,map,bo_exploration,6.79,36.98,3.0,-0.12,0.338,0.6429,0.7487,0.6174,0.6767,82784,31672,17158,C_finetuned_supervised
rtdetr-l,45.0,2_FT,5,6,29.359,21023.703,map,bo_exploitation,4.66,21.64,2.0,0.05,0.1983,0.4817,0.6645,0.3995,0.499,82784,49712,16695,C_finetuned_supervised
rtdetr-l,45.0,2_FT,5,6,29.359,21023.703,map,grid_search,7.99,44.21,4.0,0.0,0.3928,0.6933,0.7901,0.6717,0.7261,82784,27178,14775,C_finetuned_supervised
yolo11n,2.6,1_NOFT,3,1,4.49,6838.014,baseline,baseline,0.0,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81337,81337,1453,A_unfinetuned
yolo11n,2.6,1_NOFT,3,1,4.49,6838.014,count,bo_exploration,5.24,74.7,4.0,0.62,0.479,0.7957,0.8618,0.7237,0.7868,81337,22471,9436,A_unfinetuned
yolo11n,2.6,1_NOFT,3,1,4.49,6838.014,count,bo_exploitation,4.32,51.82,3.0,0.52,0.4432,0.7737,0.8414,0.6936,0.7604,81337,24921,10633,A_unfinetuned
yolo11n,2.6,1_NOFT,3,1,4.49,6838.014,count,grid_search,5.25,74.67,4.0,0.5,0.479,0.7957,0.8618,0.7237,0.7868,81337,22471,9436,A_unfinetuned
yolo11n,2.6,2_FT,3,1,3.248,9861.723,baseline,baseline,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81337,81337,699,B_finetuned_unsupervised
yolo11n,2.6,2_FT,3,1,3.248,9861.723,count,bo_exploration,6.68,47.48,3.0,0.62,0.391,0.753,0.8328,0.6696,0.7424,81337,26873,10931,B_finetuned_unsupervised
yolo11n,2.6,2_FT,3,1,3.248,9861.723,count,bo_exploitation,3.89,47.29,3.0,0.47,0.391,0.753,0.8328,0.6696,0.7424,81337,26873,10931,B_finetuned_unsupervised
yolo11n,2.6,2_FT,3,1,3.248,9861.723,count,grid_search,4.5,65.12,4.0,0.5,0.4465,0.7939,0.8502,0.7226,0.7812,81337,22562,10355,B_finetuned_unsupervised
yolo11n,2.6,2_FT,3,1,3.248,9861.723,map,bo_exploration,10.29,5.07,1.0,0.23,0.0087,0.0472,0.0939,0.0052,0.0099,81337,80913,4091,C_finetuned_supervised
yolo11n,2.6,2_FT,3,1,3.248,9861.723,map,bo_exploitation,18.56,24.38,3.0,-0.12,0.407,0.7487,0.8467,0.6488,0.7347,81337,28565,9553,C_finetuned_supervised
yolo11n,2.6,2_FT,3,1,3.248,9861.723,map,grid_search,22.26,26.43,4.0,0.0,0.4869,0.818,0.864,0.7431,0.799,81337,20893,9513,C_finetuned_supervised
yolo11m,20.1,1_NOFT,3,1,11.367,22660.169,baseline,baseline,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81337,81337,3780,A_unfinetuned
yolo11m,20.1,1_NOFT,3,1,11.367,22660.169,count,bo_exploration,3.45,6.59,1.0,0.62,0.0035,0.0185,0.0368,0.0057,0.0099,81337,80874,12134,A_unfinetuned
yolo11m,20.1,1_NOFT,3,1,11.367,22660.169,count,bo_exploitation,3.42,51.93,3.0,0.62,0.4136,0.7053,0.7886,0.6526,0.7142,81337,28259,14230,A_unfinetuned
yolo11m,20.1,1_NOFT,3,1,11.367,22660.169,count,grid_search,5.1,69.56,4.0,0.5,0.4357,0.7216,0.8131,0.6695,0.7343,81337,26885,12516,A_unfinetuned
yolo11m,20.1,2_FT,3,1,9.106,16709.057,baseline,baseline,0.0,3.41,0.0,0.0,0.0001,0.0005,0.001,0.0,0.0001,81337,81333,4001,B_finetuned_unsupervised
yolo11m,20.1,2_FT,3,1,9.106,16709.057,count,bo_exploration,3.15,30.15,2.0,0.33,0.2863,0.581,0.7454,0.4835,0.5866,81337,42008,13432,B_finetuned_unsupervised
yolo11m,20.1,2_FT,3,1,9.106,16709.057,count,bo_exploitation,1.62,6.53,1.0,-0.02,0.0048,0.0256,0.0507,0.0076,0.0133,81337,80717,11598,B_finetuned_unsupervised
yolo11m,20.1,2_FT,3,1,9.106,16709.057,count,grid_search,4.9,68.39,4.0,0.5,0.4086,0.7164,0.7973,0.6757,0.7315,81337,26375,13976,B_finetuned_unsupervised
yolo11n,2.6,1_NOFT,3,2,4.47,6906.68,baseline,baseline,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82860,82860,2201,A_unfinetuned
yolo11n,2.6,1_NOFT,3,2,4.47,6906.68,count,bo_exploration,2.72,72.19,4.0,0.62,0.3688,0.7315,0.7961,0.6915,0.7401,82860,25562,14673,A_unfinetuned
yolo11n,2.6,1_NOFT,3,2,4.47,6906.68,count,bo_exploitation,2.65,53.05,3.0,0.52,0.3366,0.7017,0.7941,0.6329,0.7044,82860,30415,13596,A_unfinetuned
yolo11n,2.6,1_NOFT,3,2,4.47,6906.68,count,grid_search,2.99,72.34,4.0,0.5,0.3688,0.7315,0.7961,0.6915,0.7401,82860,25562,14673,A_unfinetuned
yolo11n,2.6,2_FT,3,2,3.145,5961.689,baseline,baseline,0.0,3.05,0.0,0.0,0.0,0.0004,0.0007,0.0,0.0,82860,82858,2833,B_finetuned_unsupervised
yolo11n,2.6,2_FT,3,2,3.145,5961.689,count,bo_exploration,0.66,5.74,1.0,0.05,0.0034,0.0189,0.0375,0.0045,0.0081,82860,82486,9591,B_finetuned_unsupervised
yolo11n,2.6,2_FT,3,2,3.145,5961.689,count,bo_exploitation,3.45,54.59,3.0,0.61,0.3561,0.6921,0.7789,0.6343,0.6992,82860,30304,14922,B_finetuned_unsupervised
yolo11n,2.6,2_FT,3,2,3.145,5961.689,count,grid_search,3.03,74.18,4.0,0.5,0.3968,0.7319,0.8235,0.6809,0.7454,82860,26439,12094,B_finetuned_unsupervised
yolo11n,2.6,2_FT,3,2,3.145,5961.689,map,bo_exploration,2.83,28.0,3.0,0.02,0.3787,0.7042,0.7769,0.6468,0.7059,82860,29266,15391,C_finetuned_supervised
yolo11n,2.6,2_FT,3,2,3.145,5961.689,map,bo_exploitation,4.08,28.0,3.0,-0.08,0.3787,0.7042,0.7769,0.6468,0.7059,82860,29266,15391,C_finetuned_supervised
yolo11n,2.6,2_FT,3,2,3.145,5961.689,map,grid_search,4.77,29.85,4.0,0.0,0.4503,0.7696,0.8346,0.7112,0.768,82860,23926,11676,C_finetuned_supervised
yolo11m,20.1,1_NOFT,3,2,11.836,22723.583,baseline,baseline,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82860,82860,2163,A_unfinetuned
yolo11m,20.1,1_NOFT,3,2,11.836,22723.583,count,bo_exploration,1.94,37.99,2.0,0.58,0.2107,0.531,0.6408,0.4657,0.5394,82860,44269,21631,A_unfinetuned
yolo11m,20.1,2_FT,3,2,9.062,22016.646,baseline,baseline,0.0,3.35,0.0,0.0,0.0001,0.0005,0.001,0.0,0.0001,82860,82856,4072,B_finetuned_unsupervised
yolo11m,20.1,2_FT,3,2,9.062,22016.646,count,bo_exploration,2.69,38.53,4.0,0.19,0.4245,0.7197,0.7959,0.68,0.7334,82860,26516,14451,B_finetuned_unsupervised
yolo11m,20.1,2_FT,3,2,9.062,22016.646,count,bo_exploitation,2.05,35.91,2.0,0.54,0.2822,0.5781,0.7404,0.487,0.5876,82860,42505,14147,B_finetuned_unsupervised
yolo11m,20.1,2_FT,3,2,9.062,22016.646,count,grid_search,3.14,69.55,4.0,0.5,0.408,0.7159,0.7974,0.6751,0.7312,82860,26921,14209,B_finetuned_unsupervised
yolo11m,20.1,2_FT,3,2,9.062,22016.646,map,bo_exploration,3.64,28.31,4.0,-0.12,0.4427,0.735,0.8025,0.6922,0.7433,82860,25503,14115,C_finetuned_supervised
yolo11m,20.1,2_FT,3,2,9.062,22016.646,map,bo_exploitation,3.33,26.4,3.0,0.03,0.3985,0.6897,0.7665,0.6543,0.706,82860,28642,16516,C_finetuned_supervised
yolo11m,20.1,2_FT,3,2,9.062,22016.646,map,grid_search,4.8,28.17,4.0,0.0,0.4427,0.735,0.8025,0.6922,0.7433,82860,25503,14115,C_finetuned_supervised
yolo11n,2.6,1_NOFT,3,3,4.463,6895.154,baseline,baseline,0.0,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82115,82115,1951,A_unfinetuned
yolo11n,2.6,1_NOFT,3,3,4.463,6895.154,count,bo_exploration,4.6,72.81,4.0,0.62,0.4574,0.7814,0.8424,0.7198,0.7763,82115,23005,11061,A_unfinetuned
yolo11n,2.6,1_NOFT,3,3,4.463,6895.154,count,bo_exploitation,2.56,32.1,3.0,0.32,0.4199,0.7541,0.831,0.6801,0.748,82115,26268,11354,A_unfinetuned
yolo11n,2.6,1_NOFT,3,3,4.463,6895.154,count,grid_search,3.89,72.74,4.0,0.5,0.4574,0.7814,0.8424,0.7198,0.7763,82115,23005,11061,A_unfinetuned
yolo11n,2.6,2_FT,3,3,3.181,7708.462,baseline,baseline,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82115,82115,706,B_finetuned_unsupervised
yolo11n,2.6,2_FT,3,3,3.181,7708.462,count,bo_exploration,2.37,24.44,3.0,-0.12,0.406,0.7478,0.8462,0.6477,0.7338,82115,28927,9668,B_finetuned_unsupervised
yolo11n,2.6,2_FT,3,3,3.181,7708.462,count,bo_exploitation,2.11,27.23,2.0,0.18,0.2748,0.6033,0.7949,0.4437,0.5695,82115,45677,9401,B_finetuned_unsupervised
yolo11n,2.6,2_FT,3,3,3.181,7708.462,count,grid_search,3.57,65.46,4.0,0.5,0.4464,0.7937,0.8499,0.7219,0.7807,82115,22835,10471,B_finetuned_unsupervised
yolo11n,2.6,2_FT,3,3,3.181,7708.462,map,bo_exploration,10.82,26.47,4.0,-0.01,0.4867,0.8176,0.8637,0.7424,0.7985,82115,21151,9620,C_finetuned_supervised
yolo11n,2.6,2_FT,3,3,3.181,7708.462,map,bo_exploitation,8.82,29.48,3.0,0.35,0.4087,0.7554,0.8579,0.6578,0.7447,82115,28096,8944,C_finetuned_supervised
yolo11n,2.6,2_FT,3,3,3.181,7708.462,map,grid_search,10.89,26.44,4.0,0.0,0.4867,0.8176,0.8637,0.7424,0.7985,82115,21151,9620,C_finetuned_supervised
yolo11m,20.1,1_NOFT,3,3,11.574,22697.327,baseline,baseline,0.0,3.71,0.0,0.0,0.0,0.0001,0.0004,0.0,0.0,82115,82114,2590,A_unfinetuned
yolo11m,20.1,1_NOFT,3,3,11.574,22697.327,count,bo_exploration,4.66,53.79,3.0,0.62,0.345,0.6378,0.7157,0.6257,0.6677,82115,30738,20407,A_unfinetuned
yolo11m,20.1,1_NOFT,3,3,11.574,22697.327,count,bo_exploitation,2.01,19.22,2.0,-0.01,0.2328,0.5107,0.6357,0.4565,0.5314,82115,44631,21478,A_unfinetuned
yolo11m,20.1,1_NOFT,3,3,11.574,22697.327,count,grid_search,4.14,73.71,4.0,0.5,0.3864,0.6649,0.7421,0.6618,0.6996,82115,27774,18887,A_unfinetuned
yolo11m,20.1,2_FT,3,3,9.065,18089.114,baseline,baseline,0.0,3.34,0.0,0.0,0.0001,0.0005,0.001,0.0,0.0001,82115,82111,4049,B_finetuned_unsupervised
yolo11m,20.1,2_FT,3,3,9.065,18089.114,count,bo_exploration,2.24,6.45,1.0,0.23,0.0047,0.0253,0.0502,0.0076,0.0131,82115,81495,11725,B_finetuned_unsupervised
yolo11m,20.1,2_FT,3,3,9.065,18089.114,count,bo_exploitation,2.23,6.44,1.0,0.17,0.0047,0.0253,0.0502,0.0076,0.0131,82115,81495,11725,B_finetuned_unsupervised
yolo11m,20.1,2_FT,3,3,9.065,18089.114,count,grid_search,3.92,68.57,4.0,0.5,0.4075,0.7152,0.7964,0.6745,0.7304,82115,26730,14161,B_finetuned_unsupervised
yolo11m,20.1,2_FT,3,3,9.065,18089.114,map,bo_exploration,6.13,17.68,2.0,-0.12,0.2967,0.5864,0.763,0.4779,0.5877,82115,42873,12186,C_finetuned_supervised
yolo11m,20.1,2_FT,3,3,9.065,18089.114,map,bo_exploitation,10.4,29.84,2.0,0.27,0.2852,0.5793,0.7445,0.4814,0.5847,82115,42581,13568,C_finetuned_supervised
yolo11m,20.1,2_FT,3,3,9.065,18089.114,map,grid_search,12.38,28.08,4.0,0.0,0.4422,0.7344,0.8016,0.6917,0.7426,82115,25317,14058,C_finetuned_supervised
rtdetr-l,45.0,1_NOFT,3,1,37.015,20640.826,baseline,baseline,0.0,4.42,0.0,0.0,0.0002,0.0016,0.0031,0.0003,0.0005,82115,82091,7617,A_unfinetuned
rtdetr-l,45.0,1_NOFT,3,1,37.015,20640.826,count,bo_exploration,3.28,43.45,4.0,-0.12,0.3687,0.6646,0.7701,0.6468,0.703,82115,29006,15859,A_unfinetuned
rtdetr-l,45.0,1_NOFT,3,1,37.015,20640.826,count,bo_exploitation,2.64,36.46,3.0,-0.02,0.3233,0.6178,0.7489,0.5819,0.6549,82115,34333,16020,A_unfinetuned
rtdetr-l,45.0,1_NOFT,3,1,37.015,20640.826,count,grid_search,5.85,110.98,4.0,0.5,0.3437,0.6494,0.7588,0.6487,0.6995,82115,28847,16930,A_unfinetuned
rtdetr-l,45.0,2_FT,3,1,39.447,21026.657,baseline,baseline,0.0,4.74,0.0,0.0,0.0013,0.0082,0.0164,0.0019,0.0034,82115,81961,9263,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,3,1,39.447,21026.657,count,bo_exploration,3.24,22.25,2.0,-0.05,0.2242,0.48,0.6608,0.4159,0.5105,82115,47967,17526,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,3,1,39.447,21026.657,count,bo_exploitation,3.03,45.43,2.0,0.56,0.2131,0.479,0.6327,0.4384,0.5179,82115,46114,20898,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,3,1,39.447,21026.657,count,grid_search,6.03,113.83,4.0,0.5,0.3474,0.6315,0.7539,0.6413,0.6931,82115,29451,17192,B_finetuned_unsupervised
rtdetr-l,45.0,2_FT,3,1,39.447,21026.657,map,bo_exploration,13.53,44.68,4.0,-0.12,0.3526,0.6409,0.7524,0.6431,0.6935,82115,29303,17383,C_finetuned_supervised
rtdetr-l,45.0,2_FT,3,1,39.447,21026.657,map,bo_exploitation,13.68,44.6,4.0,-0.09,0.3526,0.6409,0.7524,0.6431,0.6935,82115,29303,17383,C_finetuned_supervised
rtdetr-l,45.0,2_FT,3,1,39.447,21026.657,map,grid_search,17.26,44.61,4.0,0.0,0.3526,0.6409,0.7524,0.6431,0.6935,82115,29303,17383,C_finetuned_supervised
yolo11n,2.6,1_NOFT,3,4,4.444,6836.902,baseline,baseline,0.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82784,82784,2059,A_unfinetuned
yolo11n,2.6,1_NOFT,3,4,4.444,6836.902,count,bo_exploration,2.52,29.2,3.0,-0.12,0.4028,0.7377,0.81,0.6625,0.7288,82784,27943,12865,A_unfinetuned
yolo11n,2.6,1_NOFT,3,4,4.444,6836.902,count,bo_exploitation,3.14,56.8,3.0,0.62,0.3876,0.7344,0.8207,0.6547,0.7283,82784,28589,11838,A_unfinetuned
yolo11n,2.6,1_NOFT,3,4,4.444,6836.902,count,grid_search,3.52,83.4,4.0,0.5,0.4278,0.7587,0.789,0.726,0.7562,82784,22686,16068,A_unfinetuned
yolo11n,2.6,2_FT,3,4,3.083,5426.022,baseline,baseline,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82784,82784,700,B_finetuned_unsupervised
yolo11n,2.6,2_FT,3,4,3.083,5426.022,count,bo_exploration,2.19,32.15,2.0,0.62,0.2744,0.6049,0.7924,0.4499,0.5739,82784,45541,9758,B_finetuned_unsupervised
yolo11n,2.6,2_FT,3,4,3.083,5426.022,count,bo_exploitation,2.24,5.0,1.0,0.56,0.0087,0.0468,0.0931,0.0051,0.0097,82784,82360,4128,B_finetuned_unsupervised
yolo11n,2.6,2_FT,3,4,3.083,5426.022,count,grid_search,2.9,65.53,4.0,0.5,0.4467,0.7941,0.8504,0.7224,0.7812,82784,22984,10523,B_finetuned_unsupervised
yolo11n,2.6,2_FT,3,4,3.083,5426.022,map,bo_exploration,2.48,47.54,3.0,0.53,0.3909,0.7529,0.8334,0.6691,0.7423,82784,27393,11073,C_finetuned_supervised
yolo11n,2.6,2_FT,3,4,3.083,5426.022,map,bo_exploitation,2.08,27.19,2.0,0.35,0.2747,0.6035,0.7951,0.4437,0.5695,82784,46054,9466,C_finetuned_supervised
yolo11n,2.6,2_FT,3,4,3.083,5426.022,map,grid_search,4.78,26.44,4.0,0.0,0.4872,0.8182,0.8645,0.743,0.7991,82784,21277,9643,C_finetuned_supervised
yolo11m,20.1,1_NOFT,3,4,11.501,22678.022,baseline,baseline,0.0,3.85,0.0,0.0,0.0,0.0004,0.0008,0.0001,0.0001,82784,82778,7591,A_unfinetuned
yolo11m,20.1,1_NOFT,3,4,11.501,22678.022,count,bo_exploration,1.81,41.0,4.0,0.2,0.373,0.637,0.7235,0.6468,0.683,82784,29239,20459,A_unfinetuned
yolo11m,20.1,1_NOFT,3,4,11.501,22678.022,count,bo_exploitation,1.71,28.18,3.0,0.04,0.34,0.6063,0.6925,0.6149,0.6514,82784,31876,22605,A_unfinetuned
yolo11m,20.1,1_NOFT,3,4,11.501,22678.022,count,grid_search,3.53,74.74,4.0,0.5,0.3647,0.6314,0.7273,0.6421,0.682,82784,29632,19934,A_unfinetuned
yolo11m,20.1,2_FT,3,4,8.347,22376.69,baseline,baseline,0.0,3.45,0.0,0.0,0.0,0.0002,0.0005,0.0,0.0,82784,82782,4442,B_finetuned_unsupervised
yolo11m,20.1,2_FT,3,4,8.347,22376.69,count,bo_exploration,1.23,18.34,2.0,-0.12,0.2765,0.5583,0.73,0.4686,0.5708,82784,43995,14345,B_finetuned_unsupervised
