model,cat,strategy,divider,overlap,met,score
yolo11m,A_unfinetuned,bo_exploitation,4.0,0.42,time_inference,71.73
yolo11m,A_unfinetuned,grid_search,4.0,0.5,time_inference,71.78
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,3.33
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.52,time_inference,51.66
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,0.45,time_inference,51.66
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,69.66
yolo11m,C_finetuned_supervised,bo_exploration,3.0,-0.08,time_inference,26.6
yolo11m,C_finetuned_supervised,bo_exploitation,2.0,-0.11,time_inference,17.83
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,28.35
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,time_inference,4.42
rtdetr-l,A_unfinetuned,bo_exploration,3.0,0.62,time_inference,71.6
rtdetr-l,A_unfinetuned,bo_exploitation,2.0,0.4,time_inference,45.83
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,time_inference,118.03
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,4.54
rtdetr-l,B_finetuned_unsupervised,bo_exploration,4.0,0.59,time_inference,111.91
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.55,time_inference,73.26
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,111.91
rtdetr-l,C_finetuned_supervised,bo_exploration,4.0,0.17,time_inference,60.03
rtdetr-l,C_finetuned_supervised,bo_exploitation,4.0,0.42,time_inference,111.82
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,43.63
yolo11n,A_unfinetuned,baseline,0.0,0.0,time_inference,3.13
yolo11n,A_unfinetuned,bo_exploration,3.0,0.62,time_inference,52.47
yolo11n,A_unfinetuned,bo_exploitation,4.0,0.47,time_inference,74.47
yolo11n,A_unfinetuned,grid_search,4.0,0.5,time_inference,74.67
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,2.83
yolo11n,B_finetuned_unsupervised,bo_exploration,2.0,0.39,time_inference,32.38
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.14,time_inference,29.77
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,65.81
yolo11n,C_finetuned_supervised,bo_exploration,4.0,-0.03,time_inference,26.74
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,-0.12,time_inference,24.6
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,26.68
yolo11m,A_unfinetuned,baseline,0.0,0.0,time_inference,3.07
yolo11m,A_unfinetuned,bo_exploration,2.0,0.07,time_inference,18.59
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.54,time_inference,57.45
yolo11m,A_unfinetuned,grid_search,4.0,0.5,time_inference,76.54
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,3.36
yolo11m,B_finetuned_unsupervised,bo_exploration,2.0,0.39,time_inference,35.8
yolo11m,B_finetuned_unsupervised,bo_exploitation,4.0,0.45,time_inference,69.06
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,68.97
yolo11m,C_finetuned_supervised,bo_exploration,4.0,-0.12,time_inference,28.24
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,0.11,time_inference,26.44
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,28.21
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,time_inference,4.97
rtdetr-l,A_unfinetuned,bo_exploration,3.0,-0.12,time_inference,37.54
rtdetr-l,A_unfinetuned,bo_exploitation,4.0,0.62,time_inference,113.12
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,time_inference,112.83
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,5.27
rtdetr-l,B_finetuned_unsupervised,bo_exploration,4.0,0.62,time_inference,114.52
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,2.0,0.41,time_inference,46.63
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,114.55
rtdetr-l,C_finetuned_supervised,bo_exploration,3.0,0.1,time_inference,38.06
rtdetr-l,C_finetuned_supervised,bo_exploitation,4.0,-0.06,time_inference,44.76
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,44.8
yolo11n,A_unfinetuned,baseline,0.0,0.0,time_inference,3.49
yolo11n,A_unfinetuned,bo_exploration,3.0,0.62,time_inference,51.99
yolo11n,A_unfinetuned,bo_exploitation,3.0,-0.12,time_inference,27.07
yolo11n,A_unfinetuned,grid_search,4.0,0.5,time_inference,70.63
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,2.81
yolo11n,B_finetuned_unsupervised,bo_exploration,3.0,0.16,time_inference,29.56
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.56,time_inference,47.56
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,65.52
yolo11n,C_finetuned_supervised,bo_exploration,3.0,-0.12,time_inference,24.46
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,-0.12,time_inference,24.49
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,26.53
yolo11m,A_unfinetuned,baseline,0.0,0.0,time_inference,4.09
yolo11m,A_unfinetuned,bo_exploration,3.0,0.62,time_inference,58.49
yolo11m,A_unfinetuned,bo_exploitation,4.0,0.48,time_inference,75.97
yolo11m,A_unfinetuned,grid_search,4.0,0.5,time_inference,75.92
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,3.31
yolo11m,B_finetuned_unsupervised,bo_exploration,4.0,0.24,time_inference,37.73
yolo11m,B_finetuned_unsupervised,bo_exploitation,4.0,0.38,time_inference,68.77
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,68.73
yolo11m,C_finetuned_supervised,bo_exploration,3.0,-0.12,time_inference,26.07
yolo11m,C_finetuned_supervised,bo_exploitation,4.0,0.01,time_inference,27.83
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,27.79
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,time_inference,4.66
rtdetr-l,A_unfinetuned,bo_exploration,4.0,0.55,time_inference,111.59
rtdetr-l,A_unfinetuned,bo_exploitation,1.0,-0.07,time_inference,9.07
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,time_inference,111.47
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,4.72
rtdetr-l,B_finetuned_unsupervised,bo_exploration,2.0,0.62,time_inference,44.31
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,4.0,0.47,time_inference,110.44
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,110.78
rtdetr-l,C_finetuned_supervised,bo_exploration,3.0,-0.12,time_inference,36.04
rtdetr-l,C_finetuned_supervised,bo_exploitation,3.0,0.04,time_inference,36.12
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,43.13
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,time_inference,4.5
rtdetr-l,A_unfinetuned,bo_exploration,2.0,0.62,time_inference,44.48
rtdetr-l,A_unfinetuned,bo_exploitation,3.0,0.38,time_inference,72.24
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,time_inference,113.0
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,3.83
rtdetr-l,B_finetuned_unsupervised,bo_exploration,4.0,0.25,time_inference,57.69
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,4.0,0.55,time_inference,107.84
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,108.02
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,time_inference,4.55
rtdetr-l,A_unfinetuned,bo_exploration,2.0,0.41,time_inference,44.57
rtdetr-l,A_unfinetuned,bo_exploitation,1.0,0.62,time_inference,8.9
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,time_inference,109.49
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,4.68
rtdetr-l,B_finetuned_unsupervised,bo_exploration,4.0,0.62,time_inference,108.09
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.53,time_inference,69.77
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,108.0
rtdetr-l,C_finetuned_supervised,bo_exploration,3.0,0.2,time_inference,42.93
rtdetr-l,C_finetuned_supervised,bo_exploitation,4.0,0.1,time_inference,42.24
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.25,time_inference,57.89
yolo11n,A_unfinetuned,baseline,0.0,0.0,time_inference,3.1
yolo11n,A_unfinetuned,bo_exploration,4.0,0.6,time_inference,80.75
yolo11n,A_unfinetuned,bo_exploitation,4.0,0.5,time_inference,80.27
yolo11n,A_unfinetuned,grid_search,4.0,0.5,time_inference,79.9
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,3.15
yolo11n,B_finetuned_unsupervised,bo_exploration,4.0,0.62,time_inference,76.05
yolo11n,B_finetuned_unsupervised,bo_exploitation,4.0,0.46,time_inference,74.09
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,73.99
yolo11n,C_finetuned_supervised,bo_exploration,4.0,-0.02,time_inference,29.85
yolo11n,C_finetuned_supervised,bo_exploitation,4.0,0.09,time_inference,29.91
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,29.94
yolo11m,A_unfinetuned,baseline,0.0,0.0,time_inference,4.32
yolo11m,A_unfinetuned,bo_exploration,4.0,0.47,time_inference,80.75
yolo11m,A_unfinetuned,bo_exploitation,4.0,0.62,time_inference,80.86
yolo11m,A_unfinetuned,grid_search,4.0,0.5,time_inference,80.83
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,3.53
yolo11m,B_finetuned_unsupervised,bo_exploration,2.0,0.62,time_inference,38.05
yolo11m,B_finetuned_unsupervised,bo_exploitation,1.0,0.58,time_inference,7.17
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,72.84
yolo11m,C_finetuned_supervised,bo_exploration,3.0,0.62,time_inference,56.14
yolo11m,C_finetuned_supervised,bo_exploitation,4.0,-0.12,time_inference,29.7
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,29.88
yolo11n,A_unfinetuned,baseline,0.0,0.0,time_inference,2.92
yolo11n,A_unfinetuned,bo_exploration,2.0,0.43,time_inference,34.46
yolo11n,A_unfinetuned,bo_exploitation,1.0,0.49,time_inference,5.29
yolo11n,A_unfinetuned,grid_search,4.0,0.5,time_inference,70.55
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,2.83
yolo11n,B_finetuned_unsupervised,bo_exploration,4.0,0.62,time_inference,65.24
yolo11n,B_finetuned_unsupervised,bo_exploitation,2.0,0.37,time_inference,27.21
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,65.14
yolo11n,C_finetuned_supervised,bo_exploration,4.0,0.33,time_inference,35.66
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,-0.1,time_inference,24.34
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,26.35
yolo11m,A_unfinetuned,baseline,0.0,0.0,time_inference,3.67
yolo11m,A_unfinetuned,bo_exploration,3.0,-0.12,time_inference,29.26
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.38,time_inference,56.43
yolo11m,A_unfinetuned,grid_search,4.0,0.5,time_inference,77.88
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,3.38
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.23,time_inference,32.2
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,0.16,time_inference,32.02
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,69.15
yolo11m,C_finetuned_supervised,bo_exploration,4.0,-0.12,time_inference,27.71
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,0.61,time_inference,50.13
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,27.7
yolo11n,A_unfinetuned,baseline,0.0,0.0,time_inference,3.81
yolo11n,A_unfinetuned,bo_exploration,3.0,0.02,time_inference,30.72
yolo11n,A_unfinetuned,bo_exploitation,1.0,0.21,time_inference,7.33
yolo11n,A_unfinetuned,grid_search,4.0,0.5,time_inference,81.54
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,2.87
yolo11n,B_finetuned_unsupervised,bo_exploration,4.0,0.62,time_inference,65.23
yolo11n,B_finetuned_unsupervised,bo_exploitation,4.0,0.38,time_inference,65.26
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,65.3
yolo11n,C_finetuned_supervised,bo_exploration,4.0,0.44,time_inference,65.71
yolo11m,A_unfinetuned,baseline,0.0,0.0,time_inference,3.28
yolo11m,A_unfinetuned,bo_exploration,3.0,0.62,time_inference,57.3
yolo11m,A_unfinetuned,bo_exploitation,2.0,0.62,time_inference,38.35
yolo11m,A_unfinetuned,grid_search,4.0,0.5,time_inference,77.39
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,4.43
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.51,time_inference,52.34
yolo11m,B_finetuned_unsupervised,bo_exploitation,4.0,0.62,time_inference,70.99
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,71.01
yolo11m,C_finetuned_supervised,bo_exploration,3.0,-0.12,time_inference,27.23
yolo11m,C_finetuned_supervised,bo_exploitation,2.0,0.15,time_inference,30.09
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,29.1
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,time_inference,3.94
rtdetr-l,A_unfinetuned,bo_exploration,4.0,0.38,time_inference,108.6
rtdetr-l,A_unfinetuned,bo_exploitation,3.0,0.54,time_inference,73.61
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,time_inference,112.63
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,5.4
rtdetr-l,B_finetuned_unsupervised,bo_exploration,3.0,0.08,time_inference,36.86
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.22,time_inference,44.27
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,112.18
rtdetr-l,C_finetuned_supervised,bo_exploration,2.0,0.52,time_inference,44.6
rtdetr-l,C_finetuned_supervised,bo_exploitation,3.0,-0.09,time_inference,36.8
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,43.54
yolo11n,A_unfinetuned,baseline,0.0,0.0,time_inference,3.23
yolo11n,A_unfinetuned,bo_exploration,3.0,0.61,time_inference,50.97
yolo11n,A_unfinetuned,bo_exploitation,1.0,0.5,time_inference,6.39
yolo11n,A_unfinetuned,grid_search,4.0,0.5,time_inference,69.95
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,2.81
yolo11n,B_finetuned_unsupervised,bo_exploration,3.0,-0.1,time_inference,24.38
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.49,time_inference,47.51
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,65.49
yolo11m,A_unfinetuned,baseline,0.0,0.0,time_inference,3.33
yolo11m,A_unfinetuned,bo_exploration,3.0,0.62,time_inference,58.74
yolo11m,A_unfinetuned,bo_exploitation,4.0,0.43,time_inference,77.22
yolo11m,A_unfinetuned,grid_search,4.0,0.5,time_inference,77.21
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,3.28
yolo11m,B_finetuned_unsupervised,bo_exploration,1.0,0.62,time_inference,6.34
yolo11m,B_finetuned_unsupervised,bo_exploitation,4.0,0.62,time_inference,67.71
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,67.81
yolo11m,C_finetuned_supervised,bo_exploration,3.0,0.14,time_inference,31.34
yolo11m,C_finetuned_supervised,bo_exploitation,4.0,-0.08,time_inference,27.73
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,27.73
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,time_inference,4.36
rtdetr-l,A_unfinetuned,bo_exploration,3.0,0.62,time_inference,68.91
rtdetr-l,A_unfinetuned,bo_exploitation,4.0,0.62,time_inference,108.09
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,time_inference,108.18
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,5.11
rtdetr-l,B_finetuned_unsupervised,bo_exploration,1.0,0.62,time_inference,9.99
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.08,time_inference,39.81
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,116.36
rtdetr-l,C_finetuned_supervised,bo_exploration,2.0,-0.12,time_inference,24.0
rtdetr-l,C_finetuned_supervised,bo_exploitation,4.0,-0.12,time_inference,45.41
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,45.6
yolo11n,A_unfinetuned,baseline,0.0,0.0,time_inference,2.98
yolo11n,A_unfinetuned,bo_exploration,2.0,0.34,time_inference,30.05
yolo11n,A_unfinetuned,bo_exploitation,2.0,0.59,time_inference,35.77
yolo11n,A_unfinetuned,grid_search,4.0,0.5,time_inference,75.71
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,2.76
yolo11n,B_finetuned_unsupervised,bo_exploration,3.0,0.62,time_inference,47.67
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.62,time_inference,47.74
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,65.7
yolo11n,C_finetuned_supervised,bo_exploration,3.0,0.38,time_inference,47.63
yolo11n,C_finetuned_supervised,bo_exploitation,4.0,0.6,time_inference,65.48
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,26.56
yolo11m,A_unfinetuned,baseline,0.0,0.0,time_inference,3.69
yolo11m,A_unfinetuned,bo_exploration,4.0,0.62,time_inference,80.6
yolo11m,A_unfinetuned,bo_exploitation,2.0,0.01,time_inference,20.08
yolo11m,A_unfinetuned,grid_search,4.0,0.5,time_inference,80.63
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,3.34
yolo11m,B_finetuned_unsupervised,bo_exploration,4.0,0.62,time_inference,69.51
yolo11m,B_finetuned_unsupervised,bo_exploitation,4.0,0.62,time_inference,69.75
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,69.95
yolo11m,C_finetuned_supervised,bo_exploration,4.0,-0.12,time_inference,28.51
yolo11m,C_finetuned_supervised,bo_exploitation,4.0,-0.12,time_inference,28.41
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,28.41
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,time_inference,4.37
rtdetr-l,A_unfinetuned,bo_exploration,3.0,0.62,time_inference,69.67
rtdetr-l,A_unfinetuned,bo_exploitation,4.0,0.62,time_inference,110.66
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,time_inference,110.18
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,4.63
rtdetr-l,B_finetuned_unsupervised,bo_exploration,4.0,0.46,time_inference,110.53
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,2.0,0.16,time_inference,38.26
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,110.59
rtdetr-l,C_finetuned_supervised,bo_exploration,4.0,0.27,time_inference,59.48
rtdetr-l,C_finetuned_supervised,bo_exploitation,4.0,0.01,time_inference,43.17
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.25,time_inference,59.5
yolo11n,A_unfinetuned,baseline,0.0,0.0,time_inference,3.4
yolo11n,A_unfinetuned,bo_exploration,3.0,0.62,time_inference,56.71
yolo11n,A_unfinetuned,bo_exploitation,2.0,0.05,time_inference,18.43
yolo11n,A_unfinetuned,grid_search,4.0,0.5,time_inference,78.97
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,2.78
yolo11n,B_finetuned_unsupervised,bo_exploration,4.0,0.62,time_inference,65.77
yolo11n,B_finetuned_unsupervised,bo_exploitation,3.0,0.62,time_inference,47.64
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,65.74
yolo11n,C_finetuned_supervised,bo_exploration,4.0,-0.12,time_inference,26.59
yolo11n,C_finetuned_supervised,bo_exploitation,2.0,-0.12,time_inference,15.78
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,26.53
yolo11m,A_unfinetuned,baseline,0.0,0.0,time_inference,4.55
yolo11m,A_unfinetuned,bo_exploration,4.0,0.42,time_inference,88.04
yolo11m,A_unfinetuned,bo_exploitation,4.0,0.62,time_inference,88.31
yolo11m,A_unfinetuned,grid_search,4.0,0.5,time_inference,88.73
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,3.34
yolo11m,B_finetuned_unsupervised,bo_exploration,3.0,0.5,time_inference,50.96
yolo11m,B_finetuned_unsupervised,bo_exploitation,2.0,0.49,time_inference,35.52
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,68.82
yolo11m,C_finetuned_supervised,bo_exploration,3.0,-0.08,time_inference,26.37
yolo11m,C_finetuned_supervised,bo_exploitation,4.0,-0.09,time_inference,28.08
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,28.06
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,time_inference,4.02
rtdetr-l,A_unfinetuned,bo_exploration,3.0,0.6,time_inference,69.3
rtdetr-l,A_unfinetuned,bo_exploitation,2.0,-0.03,time_inference,20.29
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,time_inference,110.41
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,4.6
rtdetr-l,B_finetuned_unsupervised,bo_exploration,3.0,0.07,time_inference,36.18
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,0.02,time_inference,36.17
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,110.42
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,time_inference,4.22
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,3.59
rtdetr-l,B_finetuned_unsupervised,bo_exploration,4.0,0.62,time_inference,104.94
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,2.0,-0.08,time_inference,18.98
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,105.26
rtdetr-l,C_finetuned_supervised,bo_exploration,1.0,0.09,time_inference,6.87
rtdetr-l,C_finetuned_supervised,bo_exploitation,4.0,0.58,time_inference,104.87
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.5,time_inference,105.49
rtdetr-l,A_unfinetuned,baseline,0.0,0.0,time_inference,7.8
rtdetr-l,A_unfinetuned,bo_exploration,3.0,0.62,time_inference,74.38
rtdetr-l,A_unfinetuned,bo_exploitation,4.0,0.42,time_inference,111.95
rtdetr-l,A_unfinetuned,grid_search,4.0,0.5,time_inference,112.24
rtdetr-l,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,4.45
rtdetr-l,B_finetuned_unsupervised,bo_exploration,3.0,0.62,time_inference,71.05
rtdetr-l,B_finetuned_unsupervised,bo_exploitation,3.0,-0.12,time_inference,36.68
rtdetr-l,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,109.91
rtdetr-l,C_finetuned_supervised,bo_exploration,3.0,0.1,time_inference,37.89
rtdetr-l,C_finetuned_supervised,bo_exploitation,3.0,0.06,time_inference,37.92
rtdetr-l,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,45.1
yolo11n,A_unfinetuned,baseline,0.0,0.0,time_inference,3.42
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,3.43
yolo11n,B_finetuned_unsupervised,bo_exploration,3.0,0.47,time_inference,55.4
yolo11n,B_finetuned_unsupervised,bo_exploitation,4.0,0.62,time_inference,75.21
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,74.95
yolo11n,C_finetuned_supervised,bo_exploration,3.0,0.19,time_inference,34.25
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,0.13,time_inference,34.29
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,30.27
yolo11m,A_unfinetuned,baseline,0.0,0.0,time_inference,3.93
yolo11m,A_unfinetuned,bo_exploration,4.0,0.42,time_inference,73.0
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.29,time_inference,33.26
yolo11m,A_unfinetuned,grid_search,4.0,0.5,time_inference,72.99
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,3.65
yolo11m,B_finetuned_unsupervised,bo_exploration,4.0,0.4,time_inference,69.93
yolo11m,B_finetuned_unsupervised,bo_exploitation,3.0,0.44,time_inference,51.82
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,70.11
yolo11m,C_finetuned_supervised,bo_exploration,2.0,0.55,time_inference,36.52
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,0.05,time_inference,27.03
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,28.73
yolo11n,A_unfinetuned,baseline,0.0,0.0,time_inference,3.29
yolo11n,A_unfinetuned,bo_exploration,3.0,0.52,time_inference,55.08
yolo11n,A_unfinetuned,bo_exploitation,2.0,0.62,time_inference,37.88
yolo11n,A_unfinetuned,grid_search,4.0,0.5,time_inference,73.87
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,3.03
yolo11n,B_finetuned_unsupervised,bo_exploration,3.0,0.62,time_inference,47.66
yolo11n,B_finetuned_unsupervised,bo_exploitation,2.0,0.62,time_inference,32.68
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,65.97
yolo11n,C_finetuned_supervised,bo_exploration,3.0,-0.01,time_inference,24.65
yolo11n,C_finetuned_supervised,bo_exploitation,3.0,0.29,time_inference,29.63
yolo11n,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,26.69
yolo11m,A_unfinetuned,baseline,0.0,0.0,time_inference,4.17
yolo11m,A_unfinetuned,bo_exploration,2.0,0.61,time_inference,39.63
yolo11m,A_unfinetuned,bo_exploitation,3.0,0.3,time_inference,36.7
yolo11m,A_unfinetuned,grid_search,4.0,0.5,time_inference,80.85
yolo11m,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,3.34
yolo11m,B_finetuned_unsupervised,bo_exploration,2.0,0.38,time_inference,36.09
yolo11m,B_finetuned_unsupervised,bo_exploitation,2.0,-0.11,time_inference,17.68
yolo11m,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,69.87
yolo11m,C_finetuned_supervised,bo_exploration,3.0,-0.11,time_inference,26.5
yolo11m,C_finetuned_supervised,bo_exploitation,3.0,-0.1,time_inference,26.58
yolo11m,C_finetuned_supervised,grid_search,4.0,0.0,time_inference,28.21
yolo11n,A_unfinetuned,baseline,0.0,0.0,time_inference,3.16
yolo11n,A_unfinetuned,bo_exploration,3.0,0.52,time_inference,51.62
yolo11n,A_unfinetuned,bo_exploitation,2.0,0.45,time_inference,35.71
yolo11n,A_unfinetuned,grid_search,4.0,0.5,time_inference,69.91
yolo11n,B_finetuned_unsupervised,baseline,0.0,0.0,time_inference,3.9
yolo11n,B_finetuned_unsupervised,bo_exploration,4.0,0.62,time_inference,65.14
yolo11n,B_finetuned_unsupervised,bo_exploitation,4.0,0.31,time_inference,35.86
yolo11n,B_finetuned_unsupervised,grid_search,4.0,0.5,time_inference,65.37
